tema,status,observacao,tese
1034,OK,,"""a) Eventuais mudanças de operadora, de modelo de prestação de serviço, de forma de custeio e de valores de contribuição não implicam interrupção da contagem do prazo de 10 (dez) anos previsto no art. 31 da Lei nº 9.656/1998, devendo haver a soma dos períodos contributivos para fins de cálculo da manutenção proporcional ou indeterminada do trabalhador aposentado no plano coletivo empresarial. b) O art. 31 da Lei nº 9.656/1998 impõe que ativos e inativos sejam inseridos em plano de saúde coletivo único, contendo as mesmas condições de cobertura assistencial e de prestação de serviço, o que inclui, para todo o universo de beneficiários, a igualdade de modelo de pagamento e de valor de contribuição, admitindo-se a diferenciação por faixa etária se for contratada para todos, cabendo ao inativo o custeio integral, cujo valor pode ser obtido com a soma de sua cota-parte com a parcela que, quanto aos ativos, é proporcionalmente suportada pelo empregador. c) O ex-empregado aposentado, preenchidos os requisitos do art. 31 da Lei nº 9.656/1998, não tem direito adquirido de se manter no mesmo plano privado de assistência à saúde vigente na época da aposentadoria, podendo haver a substituição da operadora e a alteração do modelo de prestação de serviços, da forma de custeio e dos respectivos valores, desde que mantida a paridade com o modelo dos trabalhadores ativos e facultada a portabilidade de carências."""
1035,OK,,"A pretensão de cobrança de valores relativos a despesas de sobre-estadias de contêineres (demurrage) previamente estabelecidos em contrato de transporte marítimo (unimodal) prescreve em 5 (cinco) anos, a teor do que dispõe o art. 206, § 5º, inciso I, do Código Civil de 2002"
1039,EXCLUIR,"Excluído por regra: aguardando julgamento, irrelevante ou instrução de tema correlato.",Aguardando julgamento de mérito
1051,OK,,"Para o fim de submissão aos efeitos da recuperação judicial, considera-se que a existência do crédito é determinada pela data em que ocorreu o seu fato gerador."
1065,OK,,"O marco inicial e o prazo de vigência previstos no parágrafo único do art. 40 da LPI não são aplicáveis às patentes depositadas na forma estipulada pelo art. 229, parágrafo único, dessa mesma lei (patentes mailbox)."
1066,OK,,"a) ""A disponibilização de equipamentos em quarto de hotel, motel ou afins para a transmissão de obras musicais, literomusicais e audiovisuais permite a cobrança de direitos autorais pelo Escritório Central de Arrecadação e Distribuição - ECAD."" b) ""A contratação por empreendimento hoteleiro de serviços de TV por assinatura não impede a cobrança de direitos autorais pelo Escritório Central de Arrecadação e Distribuição - ECAD, inexistindo bis in idem."""
1067,OK,,"Salvo disposição contratual expressa, os planos de saúde não são obrigados a custear o tratamento médico de fertilização in vitro."
1085,OK,,"São lícitos os descontos de parcelas de empréstimos bancários comuns em conta-corrente, ainda que utilizada para recebimento de salários, desde que previamente autorizados pelo mutuário e enquanto esta autorização perdurar, não sendo aplicável, por analogia, a limitação prevista no § 1º do art. 1º da Lei n. 10.820/2003, que disciplina os empréstimos consignados em folha de pagamento."
1091,OK,,"É válida a penhora do bem de família de fiador apontado em contrato de locação de imóvel, seja residencial, seja comercial, nos termos do inciso VII do art. 3º da Lei n. 8.009/1990."
1099,OK,,"Prescrição decenal (art. 205, CC/2002) da pretensão de restituição dos valores pagos a título de comissão de corretagem, quando o pedido de repetição dirigido contra a incorporadora/construtora tiver por fundamento a resolução do contrato em virtude de atraso na entrega do imóvel, contando- se o prazo desde a data em que o adquirente tiver ciência da recusa da restituição integral das parcelas pagas."
1101,OK,,"(I) Desde que expressamente previstos na sentença coletiva que determina a recomposição dos índices inflacionários expurgados, o termo final de incidência de juros remuneratórios sobre a parcela da conta poupança resultante da recomposição do índice expurgado é a data de encerramento da conta ou aquela em que passa a ter saldo zero, o que primeiro ocorrer; (II) Cabe ao banco depositário a comprovação dessas datas, sob pena de se adotar como termo final a data da citação na ação civil pública que originou o cumprimento de sentença."
1109,OK,,"Não ocorre renúncia tácita à prescrição (art. 191 do Código Civil), a ensejar o pagamento retroativo de parcelas anteriores à mudança de orientação jurídica, quando a Administração Pública, inexistindo lei que, no caso concreto, autorize a mencionada retroação, reconhece administrativamente o direito pleiteado pelo interessado."
1111,OK,,"(i) o infortúnio qualificado como acidente de trabalho pode também ser caracterizado como sinistro coberto pelo seguro obrigatório (DPVAT), desde que estejam presentes seus elementos constituintes: acidente causado por veículo automotor terrestre, dano pessoal e relação de causalidade, e (ii) os sinistros que envolvem veículos agrícolas passíveis de transitar pelas vias públicas terrestres estão cobertos pelo seguro obrigatório (DPVAT)."
1132,OK,,aplicar (Art. 1040 do CPC)
1173,OK,,"O corretor de imóveis, pessoa física ou jurídica, não é, normalmente, responsável por danos causados ao consumidor, em razão do descumprimento, pela construtora ou incorporadora, de obrigações relativas ao empreendimento imobiliário, previstas no contrato de promessa de compra e venda, salvo se demonstrado: (i) envolvimento do corretor nas atividades de incorporação e construção; (ii) que o corretor integra o mesmo grupo econômico da incorporadora ou construtora; ou (iii) haver confusão ou desvio patrimonial das responsáveis pela construção em benefício do corretor."
1183,EXCLUIR,"Excluído por regra: aguardando julgamento, irrelevante ou instrução de tema correlato.",Aguardando julgamento de mérito
1200,EXCLUIR,Duplicado conceitual da tese do Tema 1132.,aplicar (Art. 1040 do CPC)
1210,EXCLUIR,"Excluído por regra: aguardando julgamento, irrelevante ou instrução de tema correlato.",Aguardando julgamento de mérito
1212,EXCLUIR,"Excluído por regra: aguardando julgamento, irrelevante ou instrução de tema correlato.",Aguardando julgamento de mérito
1230,EXCLUIR,"Excluído por regra: aguardando julgamento, irrelevante ou instrução de tema correlato.",Aguardando julgamento de mérito
1234,OK,,É ônus do executado provar que a pequena propriedade rural é explorada pela família para fins de reconhecimento de sua impenhorabilidade.
1251,OK,,"Reconhecido judicialmente o direito à indenização por danos morais decorrentes de perseguição política sofrida durante a ditadura militar, os juros de mora devem incidir a partir do evento danoso, nos termos da Súmula 54/STJ."
1264,EXCLUIR,"Excluído por regra: aguardando julgamento, irrelevante ou instrução de tema correlato.",Aguardando julgamento de mérito
1268,OK,,A eficácia preclusiva da coisa julgada impede o ajuizamento de nova ação para pleitear a restituição de quantia paga a título de juros remuneratórios incidentes sobre tarifas bancárias declaradas ilegais ou abusivas em ação anterior.
1288,OK,,"a) Antes da entrada em vigor da Lei n. 13.465/2017, nas situações em que já consolidada a propriedade e purgada a mora nos termos do art. 34 do Decreto-Lei n. 70/1966 (ato jurídico perfeito), impõe-se o desfazimento do ato de consolidação, com a consequente retomada do contrato de financiamento imobiliário; e b) a partir da entrada em vigor da Lei n. 13.465/2017, nas situações em que consolidada a propriedade, mas não purgada a mora, é assegurado ao devedor fiduciante tão somente o exercício do direito de preferência previsto no § 2º-B do art. 27 da Lei n. 9.514/1997."
1295,EXCLUIR,"Excluído por regra: aguardando julgamento, irrelevante ou instrução de tema correlato.",Aguardando julgamento de mérito até publicação doa acórdão de mérito
1316,OK,,"1. As inovações trazidas pela Lei n. 14.454/2022 aplicam-se de imediato a partir da sua vigência aos contratos de plano de saúde, mesmo que tenham sido firmados anteriormente. 2. O sistema de infusão contínua de insulina não se enquadra nas exceções dos incisos VI e VII do art. 10 da Lei 9.656/98 sendo inválidas as cláusulas contratuais que de qualquer forma excluírem a cobertura de tal sistema. 3. A análise pelo Poder Judiciário quanto à obrigatoriedade de custeio, pela operadora do plano de saúde, do sistema de infusão contínua de insulina, por ser tratamento não elencado no rol da ANS, deve observar os parâmetros estabelecidos pelo Supremo Tribunal Federal na Ação Direta de Inconstitucionalidade (ADI) 7265. 4. Sendo comuns a todos os pedidos de cobertura da bomba de insulina, consideram-se preenchidos os seguintes requisitos constantes da tese fixada na ADI 7265: item 2. ii. (inexistência de negativa expressa da ANS ou de pendência de análise em proposta de atualização do rol); item 2. iv. (comprovação de eficácia e segurança do tratamento à luz da medicina baseada em evidências de alto grau ou ATS, necessariamente respaldadas por evidências científicas de alto nível); e item 3. b. (análise do ato administrativo de não incorporação pela ANS à luz das circunstâncias do caso concreto e da legislação de regência, sem incursão no mérito técnico-administrativo). 5. Em relação aos demais requisitos do item 2 da tese da ADI 7265, deverá o Poder Judiciário analisar em relação a cada caso concreto a presença de: 2. i. (prescrição por médico assistente habilitado); 2. iii. (ausência de alternativa terapêutica adequada para a condição do paciente no rol de procedimentos da ANS); e 2. v. (existência de registro na Anvisa ), todos a serem demonstrados na forma do art. 373 do CPC. 6. Sob pena de nulidade da decisão judicial, o Poder Judiciário, ao apreciar pedido de cobertura do sistema de infusão contínuo de insulina, deverá obrigatoriamente atender, ainda, aos seguintes itens, também constantes da tese fixada na ADI 7265: 3. a. (verificar se há prova do prévio requerimento à operadora de saúde, com a negativa, mora irrazoável ou omissão da operadora na autorização do tratamento não incorporado ao rol da ANS); 3. c. (aferir a presença dos requisitos previstos no item 2. i., 2. iii. e 2. v., a partir de consulta prévia ao Núcleo de Apoio Técnico do Poder Judiciário (NATJUS), sempre que disponível, ou a entes ou pessoas com expertise técnica, não podendo fundamentar sua decisão apenas em prescrição, relatório ou laudo médico apresentado pela parte); e 3. d. (em caso de deferimento judicial do pedido, oficiar a ANS para avaliar a possibilidade de inclusão do tratamento no rol de cobertura obrigatória) da tese fixada na ADI 7265."
1328,EXCLUIR,"Excluído por regra: aguardando julgamento, irrelevante ou instrução de tema correlato.",Aguardando julgamento de mérito
1330,EXCLUIR,"Excluído por regra: aguardando julgamento, irrelevante ou instrução de tema correlato.",Aguardando julgamento de mérito
1348,EXCLUIR,"Excluído por regra: aguardando julgamento, irrelevante ou instrução de tema correlato.",Aguardando julgamento de mérito
1368,OK,,"O art. 406 do Código Civil de 2002, antes da entrada em vigor da Lei n° 14.905/2024, deve ser interpretado no sentido de que é a SELIC a taxa de juros de mora aplicável às dívidas de natureza civil, por ser esta a taxa em vigor para a atualização monetária e a mora no pagamento de impostos devidos à Fazenda Nacional"""
1375,EXCLUIR,"Excluído por regra: aguardando julgamento, irrelevante ou instrução de tema correlato.",Aguardando julgamento de mérito
1378,EXCLUIR,"Excluído por regra: aguardando julgamento, irrelevante ou instrução de tema correlato.",Aguardando julgamento de mérito
1391,EXCLUIR,"Excluído por regra: aguardando julgamento, irrelevante ou instrução de tema correlato.",Aguardando julgamento de mérito
1406,EXCLUIR,"Excluído por regra: aguardando julgamento, irrelevante ou instrução de tema correlato.",Aguardando julgamento de mérito
1414,EXCLUIR,"Excluído por regra: aguardando julgamento, irrelevante ou instrução de tema correlato.",Aguardando julgamento de mérito
