tema,status,observacao,tese
671,OK,,"Na hipótese de posse em cargo público determinada por decisão judicial, o servidor não faz jus a indenização, sob fundamento de que deveria ter sido investido em momento anterior, salvo situação de arbitrariedade flagrante."
672,OK,,"Lei municipal a versar a percepção, mensal e vitalícia, de 'subsídio' por ex- vereador e a consequente pensão em caso de morte não é harmônica com a Constituição Federal de 1988."
683,OK,,A ação judicial visando ao reconhecimento do direito à nomeação de candidato aprovado fora das vagas previstas no edital (cadastro de reserva) deve ter por causa de pedir preterição ocorrida na vigência do certame
686,OK,,"I - Há reserva de iniciativa do Chefe do Poder Executivo para edição de normas que alterem o padrão remuneratório dos servidores públicos (art. 61, § 1º, II, a, da CF); II - São formalmente inconstitucionais emendas parlamentares que impliquem aumento de despesa em projeto de lei de iniciativa reservada do Chefe do Poder Executivo (art. 63, I, da CF)."
697,OK,,"É inconstitucional o aproveitamento de servidor, aprovado em concurso público a exigir formação de nível médio, em cargo que pressuponha escolaridade superior."
698,OK,,"1. A intervenção do Poder Judiciário em políticas públicas voltadas à realização de direitos fundamentais, em caso de ausência ou deficiência grave do serviço, não viola o princípio da separação dos poderes. 2. A decisão judicial, como regra, em lugar de determinar medidas pontuais, deve apontar as finalidades a serem alcançadas e determinar à Administração Pública que apresente um plano e/ou os meios adequados para alcançar o resultado. 3. No caso de serviços de saúde, o déficit de profissionais pode ser suprido por concurso público ou, por exemplo, pelo remanejamento de recursos humanos e pela contratação de organizações sociais (OS) e organizações da sociedade civil de interesse público (OSCIP)"
724,OK,,As promoções dos anistiados se restringem ao quadro a que pertencia o militar na ativa.
737,OK,,É inconstitucional norma que vincula pensões e proventos de aposentadoria de servidores públicos efetivos a subsídios de agentes políticos.
754,OK,,"Os efeitos financeiros das revisões de aposentadoria concedidas com base no art. 6º-A da Emenda Constitucional nº 41/2003, introduzido pela Emenda Constitucional nº 70/2012, somente se produzirão a partir da data de sua promulgação (30.3.2012)."
763,OK,,"1. Os servidores ocupantes de cargo exclusivamente em comissão não se submetem à regra da aposentadoria compulsória prevista no art. 40, § 1º, II, da Constituição Federal, a qual atinge apenas os ocupantes de cargo de provimento efetivo, inexistindo, também, qualquer idade limite para fins de nomeação a cargo em comissão; 2. Ressalvados impedimentos de ordem infraconstitucional, não há óbice constitucional a que o servidor efetivo aposentado compulsoriamente permaneça no cargo comissionado que já desempenhava ou a que seja nomeado para cargo de livre nomeação e exoneração, uma vez que não se trata de continuidade ou criação de vínculo efetivo com a Administração."
764,OK,,Não tem repercussão geral a controvérsia sobre o direito de servidores públicos do extinto Departamento de Pesquisa e de Pesca do Rio Grande do Sul ao reajuste concedido pela Lei nº 13.444/2010.
767,OK,,Não tem repercussão geral a controvérsia sobre a aplicação de Estatuto dos Servidores Públicos Civis do Estado para o pagamento de vantagem pecuniária denominada “Adicional Noturno” ao magistério público estadual.
768,OK,,"Somente o ente público beneficiário possui legitimidade ativa para a propositura de ação executiva decorrente de condenação patrimonial imposta por Tribunais de Contas (CF, art. 71, § 3º)."
771,OK,,"São constitucionais as alterações procedidas pelo art. 8º da Lei 11.482/2007 no art. 3º da Lei 6.194/1974, que ensejaram a redução dos valores das indenizações pagas a título de seguro obrigatório por danos pessoais causados por veículos automotores de via terrestre (DPVAT)."
774,OK,,"A norma estadual que impõe à concessionária de geração de energia elétrica a promoção de investimentos, com recursos identificados como parcela da receita que aufere, voltados à proteção e à preservação de mananciais hídricos é inconstitucional por configurar intervenção indevida do Estado no contrato de concessão da exploração do aproveitamento energético dos cursos de água, atividade de competência da União, conforme art. 21, XII, 'b', da Constituição Federal."
777,OK,,"O Estado responde, objetivamente, pelos atos dos tabeliães e registradores oficiais que, no exercício de suas funções, causem dano a terceiros, assentado o dever de regresso contra o responsável, nos casos de dolo ou culpa,sobpena de improbidade administrativa"
779,OK,,"Os substitutos ou interinos designados para o exercício de função delegada não se equiparam aos titulares de serventias extrajudiciais, visto não atenderem aos requisitos estabelecidos nos arts. 37, inciso II, e 236, § 3º, da Constituição Federal para o provimento originário da função, inserindo-se na categoria dos agentes estatais, razão pela qual se aplica a eles o teto remuneratório do art. 37,inciso XI,da Carta da República"
782,OK,,"Os prazos da licença adotante não podem ser inferiores aos prazos da licença gestante, o mesmo valendo para as respectivas prorrogações. Em relação à licença adotante, não é possível fixar prazos diversos em função da idade da criança adotada."
784,OK,,"O surgimento de novas vagas ou a abertura de novo concurso para o mesmo cargo, durante o prazo de validade do certame anterior, não gera automaticamente o direito à nomeação dos candidatos aprovados fora das vagas previstas no edital, ressalvadas as hipóteses de preterição arbitrária e imotivada por parte da administração, caracterizada por comportamento tácito ou expresso do Poder Público capaz de revelar a inequívoca necessidade de nomeação do aprovado durante o período de validade do certame, a ser demonstrada de forma cabal pelo candidato. Assim, o direito subjetivo à nomeação do candidato aprovado em concurso público exsurge nas seguintes hipóteses: I – Quando a aprovação ocorrer dentro do número de vagas dentro do edital; II – Quando houver preterição na nomeação por não observância da ordem de classificação; III – Quando surgirem novas vagas, ou for aberto novo concurso durante a validade do certame anterior, e ocorrer a preterição de candidatos de forma arbitrária e imotivada por parte da administração nos termos acima."
793,OK,,"O tratamento médico adequado aos necessitados se insere no rol dos deveres do Estado, sendo responsabilidade solidária dos entes federados, podendo figurar no polo passivo qualquer um deles em conjunto ou isoladamente."
822,OK,,"Não existe direito público subjetivo do aluno ou de sua família ao ensino domiciliar, inexistente na legislação brasileira."
832,OK,,"""O parlamentar, na condição de cidadão, pode exercer plenamente seu direito fundamental de acesso a informações de interesse pessoal ou coletivo, nos termos do art. 5º, inciso XXXIII, da CF e das normas de regência desse direito""."
837,OK,,"1. Campanhas de mobilização social promovidas por entidades da sociedade civil com base em pautas de direitos fundamentais, voltadas a desestimular o financiamento ou apoio institucional a eventos ou organizações, estão protegidas pela liberdade de expressão. 2. A responsabilidade civil, inclusive com a determinação de cessação da campanha e retirada de conteúdo das redes sociais, quando a imputação permanecer disponível em plataformas digitais ou em ambiente público, somente será possível quando comprovada má-fé caracterizada: (i) pelo dolo demonstrado em razão do conhecimento prévio da falsidade da declaração; ou (ii) pela culpa grave decorrente da evidente negligência na apuração da veracidade do fato."
838,OK,,"Editais de concurso público não podem estabelecer restrição a pessoas com tatuagem, salvo situações excepcionais em razão de conteúdo que viole valores constitucionais."
839,OK,,"No exercício do seu poder de autotutela, poderá a Administração Pública rever os atos de concessão de anistia a cabos da Aeronáutica com fundamento na Portaria nº 1.104/1964, quando se comprovar a ausência de ato com motivação exclusivamente política, assegurando-se ao anistiado, em procedimento administrativo, o devido processo legal e a não devolução das verbas já recebidas."
847,OK,,"Ofende a autonomia administrativa das Defensorias Públicas decisão judicial que determine a lotação de defensor público em localidade desamparada, em desacordo com os critérios previamente definidos pela própria instituição, desde que observados os critérios do art. 98, caput e § 2º, do Ato das Disposições Constitucionais Transitórias - ADCT."
854,OK,,"Salvo em situações excepcionais devidamente comprovadas, serviço público de transporte coletivo pressupõe prévia licitação."
855,OK,,A exigência constitucional de aviso prévio relativamente ao direito de reunião é satisfeita com a veiculação de informação que permita ao poder público zelar para que seu exercício se dê de forma pacífica ou para que não frustre outra reunião no mesmo local.
858,OK,,"I - O trânsito em julgado de sentença condenatória proferida em sede de ação desapropriatória não obsta a propositura de Ação Civil Pública em defesa do patrimônio público, para discutir a dominialidade do bem expropriado, ainda que já se tenha expirado o prazo para a Ação Rescisória; II - Em sede de Ação de Desapropriação, os honorários sucumbenciais só serão devidos caso haja devido pagamento da indenização aos expropriados."
863,OK,,"Até que seja editada lei complementar federal sobre a matéria, a multa tributária qualificada em razão de sonegação, fraude ou conluio limita-se a 100% (cem por cento) do débito tributário, podendo ser de até 150% (cento e cinquenta por cento) do débito tributário caso se verifique a reincidência definida no art. 44, § 1º-A, da Lei nº 9.430/96, incluído pela Lei nº 14.689/23, observando-se, ainda, o disposto no § 1º-C do citado artigo"".**MODULAÇÃO**: houve modulação dos efeitos da decisão para estabelecer que ela passe a produzir efeitos a partir da edição da Lei nº 14.689/23, mantidos os patamares atualmente fixados pelos entes da federação até os limites da tese, ficando ressalvados desses efeitos (i) as ações judiciais e os processos administrativos pendentes de conclusão até a referida data; e (ii) os fatos geradores ocorridos até a referida data em relação aos quais não tenha havido o pagamento de multa abrangida pelo presente tema de repercussão geral."
864,OK,,"A revisão geral anual da remuneração dos servidores públicos depende, cumulativamente, de dotação na Lei Orçamentária Anual e de previsão na Lei de Diretrizes Orçamentárias"
865,OK,,"**Tese**: No caso de necessidade de complementação da indenização, ao final do processo expropriatório, deverá o pagamento ser feito mediante depósito judicial direto se o Poder Público não estiver em dia com os precatórios.**Modulação**: Houve modulação dos efeitos para “limitar a eficácia temporal da decisão, para que as teses nela estabelecidas sejam aplicadas somente às desapropriações propostas a partir da publicação da ata da sessão deste julgamento, ressalvadas as ações judiciais em curso em que se discuta expressamente a constitucionalidade do pagamento da complementação da indenização por meio de precatório judicial”.**Embargos** **de declaração**foram providos, em parte, “com efeitos infringentes, para: (i) esclarecer que caberá ao ente público devedor comprovar, no prazo para apresentar impugnação ao cumprimento de sentença, a situação de adimplência com o pagamento dos precatórios na data do trânsito em julgado da decisão de mérito da ação de desapropriação; (...)”"
881,OK,,"1. As decisões do STF em controle incidental de constitucionalidade, anteriores à instituição do regime de repercussão geral, não impactam automaticamente a coisa julgada que se tenha formado, mesmo nas relações jurídicas tributárias de trato sucessivo. 2. Já as decisões proferidas em ação direta ou em sede de repercussão geral interrompem automaticamente os efeitos temporais das decisões transitadas em julgado nas referidas relações, respeitadas a irretroatividade, a anterioridade anual e a noventena ou a anterioridade nonagesimal, conforme a natureza do tributo.**MODULAÇÃO DOS EFEITOS EM E. D**.: Os embargos de declaração foram parcialmente providos “para afastar exclusivamente as multas tributárias de qualquer natureza impostas aos contribuintes que tiveram decisão favorável transitada em julgado em ações judiciais propostas para questionar a exigibilidade da CSLL e cujo fato gerador tenha ocorrido até a data da publicação da ata do julgamento de mérito (13.02.2023), ficando preservada a incidência dos juros de mora e da correção monetária e vedada a repetição dos valores já recolhidos referentes a multas de qualquer natureza”."
888,OK,,"É legítimo o pagamento do abono de permanência previsto no art. 40, § 19, da Constituição Federal ao servidor público que opte por permanecer em atividade após o preenchimento dos requisitos para a concessão da aposentadoria voluntária especial (art. 40, § 4º, da Carta Magna)."
897,OK,,São imprescritíveis as ações de ressarcimento ao erário fundadas na prática de ato doloso tipificado na Lei de Improbidade Administrativa.
899,OK,,É prescritível a pretensão de ressarcimento ao erário fundada em decisão de Tribunal de Contas
900,OK,,"É defeso o pagamento de remuneração em valor inferior ao salário mínimo ao servidor público, ainda que labore em jornada reduzida de trabalho."
915,OK,,"Não é devida aos servidores do Poder Judiciário do Estado do Rio de Janeiro a extensão do reajuste concedido pela Lei nº 1.206/1987, dispensando-se a devolução das verbas eventualmente recebidas até 01º.09.2016 (data da conclusão deste julgamento)."
916,OK,,"A contratação por tempo determinado para atendimento de necessidade temporária de excepcional interesse público realizada em desconformidade com os preceitos do art. 37, IX, da Constituição Federal não gera quaisquer efeitos jurídicos válidos em relação aos servidores contratados, com exceção do direito à percepção dos salários referentes ao período trabalhado e, nos termos do art. 19-A da Lei 8.036/1990, ao levantamento dos depósitos efetuados no Fundo de Garantia do Tempo de Serviço - FGTS."
917,OK,,"Não usurpa competência privativa do Chefe do Poder Executivo lei que, embora crie despesa para a Administração, não trata da sua estrutura ou da atribuição de seus órgãos nem do regime jurídico de servidores públicos (art. 61, § 1º, II,""a"", ""c"" e ""e"", da Constituição Federal)."
921,OK,,"É vedada a cumulação tríplice de vencimentos e/ou proventos, ainda que a investidura nos cargos públicos tenha ocorrido anteriormente à EC 20/1998."
933,OK,,"1. A ausência de estudo atuarial específico e prévio à edição de lei que aumente a contribuição previdenciária dos servidores públicos não implica vício de inconstitucionalidade, mas mera irregularidade que pode ser sanada pela demonstração do déficit financeiro ou atuarial que justificava a medida. 2. A majoração da alíquota da contribuição previdenciária do servidor público para 13,25% não afronta os princípios da razoabilidade e da vedação ao confisco."
934,PULAR,Tese marcada como pendente/irrelevante/manual/aguardando julgamento.,Aguardando julgamento de mérito
940,OK,,"A teor do disposto no art. 37, § 6º, da Constituição Federal, a ação por danos causados por agente público deve ser ajuizada contra o Estado ou a pessoa jurídica de direito privado prestadora de serviço público, sendo parte ilegítima para a ação o autor do ato, assegurado o direito de regresso contra o responsável nos casos de dolo ou culpa."
942,OK,,"Até a edição da Emenda Constitucional nº 103/2019, o direito à conversão, em tempo comum, do prestado sob condições especiais que prejudiquem a saúde ou a integridade física de servidor público decorre da previsão de adoção de requisitos e critérios diferenciados para a jubilação daquele enquadrado na hipótese prevista no então vigente inciso III do § 4º do art. 40 da Constituição da República, devendo ser aplicadas as normas do regime geral de previdência social relativas à aposentadoria especial contidas na Lei 8.213/1991 para viabilizar sua concretização enquanto não sobrevier lei complementar disciplinadora da matéria. Após a vigência da EC n.º 103/2019, o direito à conversão em tempo comum, do prestado sob condições especiais pelos servidores obedecerá à legislação complementar dos entes federados, nos termos da competência conferida pelo art. 40, § 4º-C, da Constituição da República""."
950,OK,,"1. A imunidade material parlamentar (art. 53, caput, c/c art. 27, § 1º, e art. 29, VIII, CF/1988) configura excludente da responsabilidade civil objetiva do Estado (art. 37, § 6º, CF/1988), afastando qualquer pretensão indenizatória em face do ente público por opiniões, palavras e votos cobertos por essa garantia. 2. Nas hipóteses em que a conduta do parlamentar extrapolar os limites da imunidade material, eventual responsabilização recairá de forma pessoal, direta e exclusiva sobre o próprio parlamentar, sob o regime de responsabilidade civil subjetiva."
951,OK,,"Servidores que tiveram relação jurídica regida pela Consolidação das Leis do Trabalho, modificada considerado o Regime Jurídico Único, têm direito à diferença remuneratória decorrente do plano de cargos e salários - PCCS"
952,OK,,"1. Testemunhas de Jeová, quando maiores e capazes, têm o direito de recusar procedimento médico que envolva transfusão de sangue, com base na autonomia individual e na liberdade religiosa. 2. Como consequência, em respeito ao direito à vida e à saúde, fazem jus aos procedimentos alternativos disponíveis no Sistema Único de Saúde – SUS, podendo, se necessário,recorrer a tratamento fora de seu domicílio."
958,OK,,É constitucional a norma geral federal que reserva fração mínima de um terço da carga horária dos professores da educação básica para dedicação às atividades extraclasse.
965,OK,,"Para a concessão da aposentadoria especial de que trata o art. 40, § 5º, da Constituição, conta-se o tempo de efetivo exercício, pelo professor, da docência e das atividades de direção de unidade escolar e de coordenação e assessoramento pedagógico, desde que em estabelecimentos de educação infantil ou de ensino fundamental e médio."
966,PULAR,Tese marcada como pendente/irrelevante/manual/aguardando julgamento.,Aguardando julgamento de mérito
967,OK,,"""1. A proibição ou restrição da atividade de transporte privado individual por motorista cadastrado em aplicativo é inconstitucional, por violação aos princípios da livre iniciativa e da livre concorrência; e 2. No exercício de sua competência para regulamentação e fiscalização do transporte privado individual de passageiros, os Municípios e o Distrito Federal não podem contrariar os parâmetros fixados pelo legislador federal (CF/1988, art. 22, XI)."""
968,OK,,"1. É constitucional a previsão, em lei federal, de medidas sancionatórias ao ente federativo que descumprir os critérios e exigências aplicáveis aos regimes próprios de previdência social. 2. Admite-se o controle judicial das exigências feitas pela União no exercício da fiscalização desses regimes. Nesse caso, o ente fiscalizado deverá demonstrar, de forma técnica: (i) a inexistência do déficit atuarial apontado; ou, (ii) caso reconheça o desequilíbrio, a impertinência das medidas impostas pela União e a existência de plano alternativo capaz de assegurar, de maneira equivalente, a sustentabilidade do regime."
970,OK,,É constitucional - formal e materialmente - lei municipal que obriga à substituição de sacos e sacolas plásticos por sacos e sacolas biodegradáveis.
973,OK,,"É constitucional a remarcação do teste de aptidão física de candidata que esteja grávida à época de sua realização, independentemente da previsão expressa em edital do concurso público."
975,OK,,"O art. 43, caput e § 1º, da Lei Complementar estadual 1.059/2008, de São Paulo, é formal e materialmente constitucional. A natureza indenizatória da conversão de licença-prêmio em pecúnia é válida somente no que se refere ao valor total da indenização. O teto remuneratório constitucional incide na base de cálculo utilizada para computação do valor a ser pago a título de indenização de licença-prêmio não gozada, equivalente à remuneração a que o servidor faz jus no momento de sua aposentadoria."
976,PULAR,Tese marcada como pendente/irrelevante/manual/aguardando julgamento.,Aguardando julgamento de mérito
984,OK,,"O Supremo Tribunal Federal veda o aumento de vencimentos pelo Poder Judiciário com base no princípio da isonomia, na equiparação salarial ou a pretexto da revisão geral anual, não sendo devida, portanto, a extensão do maior reajuste concedido pela Lei estadual nº 7.622/2000 aos soldos de toda a categoria dos policiais militares do Estado da Bahia, dispensada a devolução de valores eventualmente recebidos de boa-fé até a data de conclusão do presente julgamento no Plenário Virtual desta Corte."
1000,PULAR,Tese marcada como pendente/irrelevante/manual/aguardando julgamento.,Aguardando julgamento de mérito
1001,OK,,"É constitucional o ato normativo municipal, editado no exercício de competência legislativa suplementar, que proíba a participação em licitação ou a contratação: (a) de agentes eletivos; (b) de ocupantes de cargo em comissão ou função de confiança; (c) de cônjuge, companheiro ou parente em linha reta, colateral ou por afinidade, até o terceiro grau, inclusive, de qualquer destes; e (d) dos demais servidores públicos municipais."
1002,OK,,"1. É devido o pagamento de honorários sucumbenciais à Defensoria Pública, quando representa parte vencedora em demanda ajuizada contra qualquer ente público, inclusive aquele que integra; 2. O valor recebido a título de honorários sucumbenciais deve ser destinado, exclusivamente, ao aparelhamento das Defensorias Públicas, vedado o seu rateio entre os membros da instituição.**MODULAÇÃO**: Os embargos de declaração interpostos pelo Colégio Nacional de Procuradores Gerais dos Estados e do Distrito Federal (CONPEG) e pela União, foram parcialmente acolhidos “(...) para modular os efeitos da decisão, a fim de explicitar que a tese de julgamento firmada não deve atingir decisões já transitadas em julgados ou processos em trâmite nos quais a questão relacionada aos honorários advocatícios sucumbenciais esteja preclusa. Tudo nos termos do voto do Relator.”"
1008,OK,,"Não tem repercussão geral a controvérsia relativa à incorporação do adicional de interiorização devido pela prestação de serviço público por policial militar no interior do Estado, por ser indispensável o exame de normas estaduais que regem a respectivaparcela remuneratória."
1009,OK,,"No caso de declaração de nulidade de exame psicotécnico previsto em lei e em edital, é indispensável a realização de nova avaliação, com critérios objetivos, para prosseguimento no certame."
1010,OK,,"a) A criação de cargos em comissão somente se justifica para o exercício de funções de direção, chefia e assessoramento, não se prestando ao desempenho de atividades burocráticas, técnicas ou operacionais; b) tal criação deve pressupor a necessária relação de confiança entre a autoridade nomeante e o servidor nomeado; c) o número de cargos comissionados criados deve guardar proporcionalidade com a necessidade que eles visam suprir e com o número de servidores ocupantes de cargos efetivos no ente federativo que os criar; e d) as atribuições dos cargos em comissão devem estar descritas, de forma clara e objetiva, na própria lei que os instituir"
1015,OK,,"É inconstitucional a vedação à posse em cargo público de candidato (a) aprovado(a) que, embora tenha sido acometido(a) por doença grave, não apresenta sintoma incapacitante nem possui restrição relevante que impeça o exercício da função pretendida (CF, arts. 1º, III, 3º, IV, 5º, caput, 37, caput, I e II)."
1019,OK,,"O servidor público policial civil que preencheu os requisitos para a aposentadoria especial voluntária prevista na LC nº 51/85 tem direito ao cálculo de seus proventos com base na regra da integralidade e, quando também previsto em lei complementar, na regra da paridade, independentemente do cumprimento das regras de transição especificadas nos arts. 2º e 3º da EC 47/05, por enquadrar-se na exceção prevista no art. 40, § 4º, inciso II, da Constituição Federal, na redação anterior à EC 103/19, atinente ao exercício de atividade de risco."
1021,OK,,"Nos termos do artigo 5º, VIII, da Constituição Federal é possível à Administração Pública, inclusive durante o estágio probatório, estabelecer critérios alternativos para o regular exercício dos deveres funcionais inerentes aos cargos públicos, em face de servidores que invocam escusa de consciência por motivos de crença religiosa, desde que presentes a razoabilidade da alteração, não se caracterize o desvirtuamento do exercício de suas funções e não acarrete ônus desproporcional à Administração Pública, que deverá decidir de maneira fundamentada."
1022,OK,,"As empresas públicas e as sociedades de economia mista, sejam elas prestadoras de serviço público ou exploradoras de atividade econômica, ainda que em regime concorrencial, têm o dever jurídico de motivar, em ato formal, a demissão de seus empregados concursados, não se exigindo processo administrativo. Tal motivação deve consistir em fundamento razoável, não se exigindo, porém, que se enquadre nas hipóteses de justa causa da legislação trabalhista."
1031,OK,,[Tese demarcação das terras indígenas. Grande. Buscar manualmente]
1033,OK,,"O ressarcimento de serviços de saúde prestados por unidade privada em favor de paciente do Sistema Único de Saúde, em cumprimento de ordem judicial, deve utilizar como critério o mesmo que é adotado para o ressarcimento do Sistema Único de Saúde por serviços prestados a beneficiários de planos de saúde."
1036,OK,,"São constitucionais as leis dos Estados, Distrito Federal e Municípios que, no procedimento licitatório, antecipam a fase da apresentação das propostas à da habilitação dos licitantes, em razão da competência dos demais entes federativos de legislar sobre procedimento administrativo."
1038,OK,,"I - A Constituição Federal não prevê adicional noturno aos Militares Estaduais ou Distritais. II - Mandado de Injunção será cabível para que se apliquem, aos militares estaduais, as normas que regulamentam o adicional noturno dos servidores públicos civis, desde que o direito a tal parcela remuneratória esteja expressamente previsto na Constituição Estadual ou na Lei Orgânica do Distrito Federal"
1040,OK,,"Surge constitucional lei de iniciativa parlamentar a criar conselho de representantes da sociedade civil, integrante da estrutura do Poder Legislativo, com atribuição de acompanhar ações do Executivo"
1043,PULAR,Tese marcada como pendente/irrelevante/manual/aguardando julgamento.,"É constitucional a utilização da colaboração premiada, nos termos da Lei 12.850/2013, no âmbito civil, em ação civil pública por ato de improbidade administrativa movida pelo Ministério Público, observando-se as seguintes diretrizes: [Buscar manualmente]"
1049,OK,,"Surgem constitucionais os artigos 5º e 6º, inciso I, da Lei nº 13.021/2014, no que previsto ser do farmacêutico a responsabilidade técnica por drogaria"
1051,OK,,"É inconstitucional lei municipal que estabeleça a obrigação da implantação, nos shopping centers, de ambulatório médico ou serviço de pronto-socorro equipado para o atendimento de emergência.**Embargos de declaração**: O Tribunal, por unanimidade, acolheu em parte os embargos de declaração para, a título de modulação dos efeitos da decisão embargada, estabelecer que a declaração de inconstitucionalidade das Leis do Município de São Paulo nº 10.947/91 e nº 11.649/94, bem como, por arrastamento, do Decreto Municipal nº 29.728/91, tenha efeitos prospectivos, a partir da data da publicação da ata do julgamento do mérito (19/12/23), ficando ressalvadas as ações judiciais em curso."
1055,OK,,"I - O trânsito em julgado de sentença condenatória proferida em sede de ação desapropriatória não obsta a propositura de Ação Civil Pública em defesa do patrimônio público, para discutir a dominialidade do bem expropriado, ainda que já se tenha expirado o prazo para a Ação Rescisória; II - Em sede de Ação de Desapropriação, os honorários sucumbenciais só serão devidos caso haja devido pagamento da indenização aos expropriados."
1057,OK,,"Os guardas civis não possuem direito constitucional à aposentadoria especial por exercício de atividade de risco prevista no artigo 40, § 4º, inciso II, da Constituição Federal."
1059,OK,,"Viola o teor da Súmula Vinculante nº 37 a concessão, por decisão judicial, de diferenças salariais em razão da incorporação de valores aos vencimentos dos servidores públicos municipais de que trata as Leis Complementares nºs 1.000/2009 e 1.121/2011 do Município de Mogi-Guaçu."
1069,OK,,"1. É permitido ao paciente, no gozo pleno de sua capacidade civil, recusar-se a se submeter a tratamento de saúde, por motivos religiosos. A recusa a tratamento de saúde, por razões religiosas, é condicionada à decisão inequívoca, livre, informada e esclarecida do paciente, inclusive, quando veiculada por meio de diretiva antecipada de vontade. 2. É possível a realização de procedimento médico, disponibilizado a todos pelo sistema público de saúde, com a interdição da realização de transfusão sanguínea ou outra medida excepcional, caso haja viabilidade técnico-científica de sucesso, anuência da equipe médica com a sua realização e decisão inequívoca, livre, informada e esclarecida do paciente."
1070,OK,,"É comum aos poderes Executivo (decreto) e Legislativo (lei formal) a competência destinada a denominação de próprios, vias e logradouros públicos e suas alterações, cada qual no âmbito de suas atribuições."
1071,PULAR,Tese marcada como pendente/irrelevante/manual/aguardando julgamento.,Aguardando julgamento de mérito
1072,OK,,"A mãe servidora ou trabalhadora não gestante em união homoafetiva tem direito ao gozo de licença-maternidade. Caso a companheira tenha utilizado o benefício, fará jus à licença pelo período equivalente ao da licença-paternidade."
1079,OK,,"Não viola a Constituição a previsão legal de imposição das sanções administrativas ao condutor de veículo automotor que se recuse à realização dos testes, exames clínicos ou perícias voltados a aferir a influência de álcool ou outra substância psicoativa (art. 165-A e art. 277, §§ 2º e 3º, todos do Código de Trânsito Brasileiro, na redação dada pela Lei 13.281/2016)."
1082,OK,,"As gratificações de natureza pro labore faciendo são incorporadas à aposentadoria conforme as normas de regência de cada uma delas, não caracterizando ofensa ao direito à integralidade a incorporação em valor inferior ao da última remuneração recebida em atividade por servidor que se aposentou nos termos do art. 3º da Emenda Constitucional nº 47/2005"
1086,OK,,"A presença de símbolos religiosos em prédios públicos, pertencentes a qualquer dos Poderes da União, dos Estados, do Distrito Federal e dos Municípios, desde que tenha o objetivo de manifestar a tradição cultural da sociedade brasileira, não viola os princípios da não discriminação, da laicidade estatal e da impessoalidade."
1097,OK,,"Aos servidores públicos estaduais e municipais é aplicado, para todos os efeitos, o art. 98, § 2° e § 3°, da Lei 8.112/1990."
1114,PULAR,Tese marcada como pendente/irrelevante/manual/aguardando julgamento.,[Irrelevante]
1128,OK,,"É inconstitucional dispositivo de Constituição estadual que permite transposição, absorção ou aproveitamento de empregado público no quadro estatutário da Administração Pública estadual sem prévia aprovação em concurso público, nos termos do art. 37, II, da Constituição Federal."
1129,OK,,Retroação dos percentuais de revisão anual concedidos por lei específica à data-base prevista na legislação local.
1130,OK,,"Pertence ao Município, aos Estados e ao Distrito Federal a titularidade das receitas arrecadadas a título de imposto de renda retido na fonte incidente sobre valores pagos por eles, suas autarquias e fundações a pessoas físicas ou jurídicas contratadas para a prestação de bens ou serviços, conforme disposto nos arts. 158, I, e 157, I, da Constituição Federal."
1132,OK,,"I - É constitucional a aplicação do piso salarial nacional dos Agentes Comunitários de Saúde e Agentes de Combate às Endemias, instituído pela Lei 12.994/2014, aos servidores estatutários dos entes subnacionais, em consonância com o art. 198, § 5º, da Constituição Federal, com a redação dada pelas Emendas Constitucionais 63/2010 e 120/2022, cabendo à União arcar com os ônus da diferença entre o piso nacional e a legislação do ente municipal; II - Até o advento da Lei 9.646/2022, a expressão `piso salarial´ para os Agentes Comunitários de Saúde e Agentes de Combate às Endemias corresponde à remuneração mínima, considerada, nos termos do art. 3º, inciso XIX, da Lei 8.629/2014, somente a soma do vencimento do cargo e da gratificação por avanço de competências."
1137,OK,,"É constitucional o artigo 8º da Lei Complementar 173/2020, editado no âmbito do Programa Federativo de Enfrentamento ao Coronavírus SARS-CoV- 2 (Covid-19)."
1141,PULAR,Tese marcada como pendente/irrelevante/manual/aguardando julgamento.,_Aguardando julgamento de mérito_
1145,PULAR,Tese marcada como pendente/irrelevante/manual/aguardando julgamento.,_Aguardando julgamento de mérito_
1150,OK,,"O servidor público aposentado pelo Regime Geral de Previdência Social, com previsão de vacância do cargo em lei local, não tem direito a ser reintegrado ao mesmo cargo no qual se aposentou ou nele manter-se, por violação à regra do concurso público e à impossibilidade de acumulação de proventos e remuneração não acumuláveis em atividade."
1152,OK,,"Assentada a inconstitucionalidade do artigo 23, § 4º, da Lei 21.710/2015 do Estado de Minas Gerais, por autorizar pagamento de proventos de aposentadoria em montante superior ao que o servidor percebia no cargo efetivo, não possui repercussão geral a controvérsia relativa à necessidade de comprovação, em concreto, da inobservância do disposto no artigo 40, § 2º, da Constituição Federal (na redação dada pela Emenda Constitucional 20/1998)."
1157,OK,,"É vedado o reenquadramento, em novo Plano de Cargos, Carreiras e Remuneração, de servidor admitido sem concurso público antes da promulgação da Constituição Federal de 1988, mesmo que beneficiado pela estabilidade excepcional do artigo 19 do ADCT, haja vista que esta regra transitória não prevê o direito à efetividade, nos termos do artigo 37, II, da Constituição Federal e decisão proferida na ADI 3609 (Rel. Min. DIAS TOFFOLI, Tribunal Pleno, DJe. 30/10/2014)."
